ProjectID,District,County,ProjectType,ContractorID,LowBidder,ItemDescription,Unit,Quantity,UnitPrice_USD,EngineerEst_USD,LetDate
A00183418,Wichita Falls,Cooke,Construction,FIRM-C9B4,No,MTL W-BEAM GD FEN (TIM POST),LF,1225,32.00,40.00,2025-07-01
A00194183,Yoakum,Matagorda,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,50,38.50,30.00,2025-02-06
A00130805,Yoakum,Fayette,Construction,FIRM-70A3,No,MTL W-BEAM GD FEN (TIM POST),LF,162.5,34.66,40.00,2025-06-04
A00194183,Yoakum,Matagorda,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,50,105.00,30.00,2025-02-06
A00130805,Yoakum,Fayette,Construction,FIRM-0E6B,No,MTL W-BEAM GD FEN (TIM POST),LF,162.5,32.00,40.00,2025-06-04
A00065155,Fort Worth,Parker,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,62.5,26.00,26.00,2025-08-08
A00199707,Wichita Falls,Cooke,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,325,40.00,40.00,2025-07-01
A00183423,Wichita Falls,Cooke,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,325,40.00,40.00,2025-07-01
A00183418,Wichita Falls,Cooke,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,250,40.00,40.00,2025-07-01
A00188267,Wichita Falls,Montague,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,325,40.00,40.00,2025-07-01
A00188284,Yoakum,Gonzales,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,25.00,25.00,2024-12-04
A00188285,Yoakum,Gonzales,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,25.00,25.00,2024-12-04
A00188296,Yoakum,Gonzales,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,25.00,25.00,2024-12-04
A00194185,Yoakum,Matagorda,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,30.00,30.00,2025-02-06
A00193914,Yoakum,Jackson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,40.00,40.00,2025-03-05
A00195247,Yoakum,Victoria,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,40.00,40.00,2025-03-05
A00194194,Yoakum,Victoria,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,38.50,38.50,2025-05-01
A00194196,Yoakum,Victoria,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,38.50,38.50,2025-05-01
A00194198,Yoakum,Victoria,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25,38.50,38.50,2025-05-01
A00130805,Yoakum,Fayette,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,62.5,40.00,40.00,2025-06-04
A00194176,Yoakum,Fayette,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-06-04
A00194292,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,30.00,2025-07-01
A00194291,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,30.00,30.00,2025-07-01
A00194293,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,30.00,30.00,2025-07-01
A00194188,Yoakum,Matagorda,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,30.00,2025-09-05
A00194182,Yoakum,Matagorda,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,30.00,2025-09-05
A00129321,Austin,Williamson,Construction,FIRM-00C2,Yes,MTL W-BEAM GD FEN (TIM POST),LF,287.5,30.00,29.00,2025-08-08
A00197896,Beaumont,Orange,Construction,FIRM-649E,Yes,MTL W-BEAM GD FEN (TIM POST),LF,900,28.65,27.50,2025-03-04
A00194210,Yoakum,Wharton,Construction,FIRM-42ED,Yes,MTL W-BEAM GD FEN (TIM POST),LF,300,39.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-42ED,Yes,MTL W-BEAM GD FEN (TIM POST),LF,212.5,40.46,40.00,2025-04-03
A00194200,Yoakum,Wharton,Construction,FIRM-42ED,Yes,MTL W-BEAM GD FEN (TIM POST),LF,200,40.71,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-7909,Yes,MTL W-BEAM GD FEN (TIM POST),LF,150,28.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-8BBD,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,34.50,29.00,2025-08-08
A00194174,Yoakum,Fayette,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,30.00,40.00,2025-04-03
A00134791,Yoakum,Lavaca,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,150,35.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,31.35,29.00,2025-08-08
A00129321,Austin,Williamson,Construction,FIRM-9A00,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,27.00,29.00,2025-08-08
A00197896,Beaumont,Orange,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,900,30.00,27.50,2025-03-04
A00194210,Yoakum,Wharton,Construction,FIRM-649E,No,MTL W-BEAM GD FEN (TIM POST),LF,300,32.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,32.00,40.00,2025-04-03
A00194200,Yoakum,Wharton,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,200,32.00,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,150,50.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-0D07,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,35.00,29.00,2025-08-08
A00197896,Beaumont,Orange,Construction,FIRM-F002,No,MTL W-BEAM GD FEN (TIM POST),LF,900,29.69,27.50,2025-03-04
A00194210,Yoakum,Wharton,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,300,37.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-FF46,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,26.00,40.00,2025-04-03
A00194200,Yoakum,Wharton,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,200,35.00,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,150,29.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,35.00,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-CF6C,No,MTL W-BEAM GD FEN (TIM POST),LF,300,40.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-8BBD,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,31.00,40.00,2025-04-03
A00194200,Yoakum,Wharton,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,200,28.73,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,150,30.01,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-1C5A,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,45.20,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,300,26.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-38DD,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,26.00,40.00,2025-04-03
A00194200,Yoakum,Wharton,Construction,FIRM-7909,No,MTL W-BEAM GD FEN (TIM POST),LF,200,30.00,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-42ED,No,MTL W-BEAM GD FEN (TIM POST),LF,150,38.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-C434,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,28.00,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-85FC,No,MTL W-BEAM GD FEN (TIM POST),LF,300,26.00,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,38.77,40.00,2025-04-03
A00134791,Yoakum,Lavaca,Construction,FIRM-38DD,No,MTL W-BEAM GD FEN (TIM POST),LF,150,35.70,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-A2A4,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,27.00,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-381C,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.78,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,25.00,40.00,2025-04-03
A00134791,Yoakum,Lavaca,Construction,FIRM-649E,No,MTL W-BEAM GD FEN (TIM POST),LF,150,32.00,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,24.50,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.91,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-3D12,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,38.00,40.00,2025-04-03
A00134791,Yoakum,Lavaca,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,150,33.25,35.00,2025-09-04
A00129321,Austin,Williamson,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,41.97,29.00,2025-08-08
A00194210,Yoakum,Wharton,Construction,FIRM-8035,No,MTL W-BEAM GD FEN (TIM POST),LF,300,25.50,40.00,2025-03-04
A00194174,Yoakum,Fayette,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,25.00,40.00,2025-04-03
A00134791,Yoakum,Lavaca,Construction,FIRM-CA7F,No,MTL W-BEAM GD FEN (TIM POST),LF,150,31.00,35.00,2025-09-04
A00188370,Austin,Williamson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,29.00,29.00,2025-08-08
A00197896,Beaumont,Orange,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,900,27.50,27.50,2025-03-04
A00206285,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-03-04
A00194210,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,40.00,40.00,2025-03-04
A00194106,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-03-04
A00194211,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25,40.00,40.00,2025-03-04
A00194175,Yoakum,Fayette,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-04-03
A00194174,Yoakum,Fayette,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,62.5,40.00,40.00,2025-04-03
A00203403,Yoakum,Fayette,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,40.00,40.00,2025-04-03
A00194187,Yoakum,Matagorda,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-06-05
A00194288,Yoakum,Wharton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-06-05
A00134791,Yoakum,Lavaca,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,150,35.00,35.00,2025-09-04
A00207208,Houston,Harris,Construction,FIRM-23F6,Yes,MTL W-BEAM GD FEN (TIM POST),LF,25,37.00,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-B3AF,No,MTL W-BEAM GD FEN (TIM POST),LF,25,40.24,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-42ED,No,MTL W-BEAM GD FEN (TIM POST),LF,25,72.00,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,25,40.00,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,25,48.20,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-CA7F,No,MTL W-BEAM GD FEN (TIM POST),LF,25,40.00,35.00,2025-09-05
A00207208,Houston,Harris,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25,35.00,35.00,2025-09-05
A00204944,Atlanta,Titus,Construction,FIRM-C6AB,Yes,MTL W-BEAM GD FEN (TIM POST),LF,12.5,33.00,40.00,2024-09-06
A00211476,Austin,Llano,Construction,FIRM-B379,Yes,MTL W-BEAM GD FEN (TIM POST),LF,75,40.00,30.00,2026-07-01
A00196394,Atlanta,Titus,Construction,FIRM-C6AB,Yes,MTL W-BEAM GD FEN (TIM POST),LF,500,21.23,30.00,2025-10-09
A00186870,Bryan,Freestone,Construction,FIRM-8B5E,Yes,MTL W-BEAM GD FEN (TIM POST),LF,750,23.50,30.00,2025-10-08
A00132533,Dallas,Dallas,Construction,FIRM-DA83,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1375,25.00,24.00,2026-03-04
A00136986,San Antonio,Guadalupe,Construction,FIRM-81BD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,38,26.00,25.00,2026-08-06
A00128664,Yoakum,Wharton,Construction,FIRM-DAA9,Yes,MTL W-BEAM GD FEN (TIM POST),LF,150,17.54,30.00,2025-12-02
A00130819,Yoakum,Colorado,Construction,FIRM-81BD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,475,24.00,30.00,2025-12-03
A00183903,Yoakum,Austin,Construction,FIRM-85FC,Yes,MTL W-BEAM GD FEN (TIM POST),LF,550,25.00,30.00,2026-02-05
A00216221,Houston,Fort Bend,Construction,FIRM-3FEF,Yes,MTL W-BEAM GD FEN (TIM POST),LF,257,30.00,30.00,2026-04-08
A00123513,Houston,Brazoria,Construction,FIRM-6C4B,Yes,MTL W-BEAM GD FEN (TIM POST),LF,650,24.68,27.50,2026-04-07
A00218351,Atlanta,Panola,Construction,FIRM-00E4,Yes,MTL W-BEAM GD FEN (TIM POST),LF,925,20.75,20.00,2026-03-05
A00130461,Atlanta,Titus,Construction,FIRM-F3FB,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1100,24.00,30.00,2026-05-07
A00193354,Abilene,Taylor,Construction,FIRM-5ED6,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1487.5,31.00,35.00,2026-03-04
A00215671,Austin,Williamson,Construction,FIRM-573E,Yes,MTL W-BEAM GD FEN (TIM POST),LF,537.5,32.00,25.00,2026-04-07
A00177962,Beaumont,Chambers,Construction,FIRM-7B58,Yes,MTL W-BEAM GD FEN (TIM POST),LF,900,21.00,35.00,2025-10-09
A00210045,Beaumont,Chambers,Construction,FIRM-BCBF,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1800,28.00,30.00,2026-07-02
A00209030,Corpus Christi,Live Oak,Construction,FIRM-81BD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,8100,27.28,12.50,2026-03-04
A00187771,Dallas,Kaufman,Construction,FIRM-F402,Yes,MTL W-BEAM GD FEN (TIM POST),LF,12437,25.59,22.00,2025-11-05
A00131543,Fort Worth,Tarrant,Construction,FIRM-CEE4,Yes,MTL W-BEAM GD FEN (TIM POST),LF,550,28.00,29.00,2025-02-07
A00220224,Fort Worth,Tarrant,Construction,FIRM-3F89,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1100,25.00,22.00,2026-08-06
A00188847,Houston,Harris,Construction,FIRM-B173,Yes,MTL W-BEAM GD FEN (TIM POST),LF,3175,32.00,25.00,2026-01-06
A00215821,Houston,Harris,Construction,FIRM-11C9,Yes,MTL W-BEAM GD FEN (TIM POST),LF,3213,27.00,26.00,2026-08-06
A00189688,Laredo,Webb,Construction,FIRM-336E,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1249,27.00,25.50,2026-01-06
A00063599,San Antonio,Bexar,Construction,FIRM-B173,Yes,MTL W-BEAM GD FEN (TIM POST),LF,7287.5,25.00,24.24,2025-05-01
A00188134,San Antonio,Bexar,Construction,FIRM-2B61,Yes,MTL W-BEAM GD FEN (TIM POST),LF,325,40.00,30.00,2025-07-01
A00188227,San Antonio,Guadalupe,Construction,FIRM-2B61,Yes,MTL W-BEAM GD FEN (TIM POST),LF,4962.5,28.50,25.00,2026-02-05
A00195490,Wichita Falls,Throckmorton,Construction,FIRM-D8DE,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1100,32.21,25.00,2026-02-05
A00186954,Abilene,Mitchell,Construction,FIRM-0C1D,Yes,MTL W-BEAM GD FEN (TIM POST),LF,400,31.50,30.00,2025-06-05
A00196220,Atlanta,Cass,Construction,FIRM-F3FB,Yes,MTL W-BEAM GD FEN (TIM POST),LF,3887.5,25.00,25.00,2024-10-02
A00135331,Austin,Williamson,Construction,FIRM-891D,Yes,MTL W-BEAM GD FEN (TIM POST),LF,2125,21.00,28.00,2025-11-05
A00196681,Beaumont,Tyler,Construction,FIRM-68F6,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1300,24.00,50.00,2026-04-08
A00187296,Bryan,Brazos,Construction,FIRM-D019,Yes,MTL W-BEAM GD FEN (TIM POST),LF,250,29.05,27.50,2025-04-04
A00189006,Dallas,Dallas,Construction,FIRM-3F89,Yes,MTL W-BEAM GD FEN (TIM POST),LF,300,23.00,25.00,2025-09-04
A00141254,Dallas,Dallas,Construction,FIRM-C455,Yes,MTL W-BEAM GD FEN (TIM POST),LF,3162.5,20.84,25.00,2026-05-07
A00196130,Dallas,Dallas,Construction,FIRM-1816,Yes,MTL W-BEAM GD FEN (TIM POST),LF,50,65.00,75.00,2026-06-02
A00131922,Pharr,Cameron,Construction,FIRM-1D29,Yes,MTL W-BEAM GD FEN (TIM POST),LF,4000,25.85,29.00,2025-12-02
A00125659,Yoakum,Austin,Construction,FIRM-8056,Yes,MTL W-BEAM GD FEN (TIM POST),LF,2099.82,30.00,29.00,2025-08-07
A00188002,Beaumont,Liberty,Construction,FIRM-7B58,Yes,MTL W-BEAM GD FEN (TIM POST),LF,350,27.00,28.00,2026-02-05
A00195596,Yoakum,Gonzales,Construction,FIRM-81BD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,3955.02,24.50,26.00,2025-06-05
A00192970,Beaumont,Chambers,Construction,FIRM-6C4B,Yes,MTL W-BEAM GD FEN (TIM POST),LF,825,23.10,28.00,2025-10-08
A00206416,Bryan,Brazos,Construction,FIRM-8056,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1350,30.00,24.09,2026-07-01
A00176955,Corpus Christi,Karnes,Construction,FIRM-654C,Yes,MTL W-BEAM GD FEN (TIM POST),LF,725,25.85,27.00,2025-12-02
A00212319,Fort Worth,Tarrant,Construction,FIRM-3F89,Yes,MTL W-BEAM GD FEN (TIM POST),LF,786,26.00,35.00,2026-08-06
A00184547,Wichita Falls,Montague,Construction,FIRM-3F89,Yes,MTL W-BEAM GD FEN (TIM POST),LF,700,25.00,30.00,2025-06-05
A00203348,Atlanta,Bowie,Construction,FIRM-F3FB,Yes,MTL W-BEAM GD FEN (TIM POST),LF,275,27.00,27.00,2026-08-06
A00197374,Austin,Hays,Construction,FIRM-8BBD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,800,27.05,30.00,2026-04-08
A00194680,Wichita Falls,Wichita,Construction,FIRM-D8DE,Yes,MTL W-BEAM GD FEN (TIM POST),LF,400,36.80,25.00,2025-05-01
A00211476,Austin,Llano,Construction,FIRM-756E,No,MTL W-BEAM GD FEN (TIM POST),LF,75,32.00,30.00,2026-07-01
A00128664,Yoakum,Wharton,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,150,36.76,30.00,2025-12-02
A00130819,Yoakum,Colorado,Construction,FIRM-F5C3,No,MTL W-BEAM GD FEN (TIM POST),LF,475,32.00,30.00,2025-12-03
A00183903,Yoakum,Austin,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,550,26.00,30.00,2026-02-05
A00218351,Atlanta,Panola,Construction,FIRM-E3E5,No,MTL W-BEAM GD FEN (TIM POST),LF,925,25.00,20.00,2026-03-05
A00135331,Austin,Williamson,Construction,FIRM-B884,No,MTL W-BEAM GD FEN (TIM POST),LF,2125,23.00,28.00,2025-11-05
A00192970,Beaumont,Chambers,Construction,FIRM-C4BA,No,MTL W-BEAM GD FEN (TIM POST),LF,825,32.00,28.00,2025-10-08
A00211476,Austin,Llano,Construction,FIRM-2BE1,No,MTL W-BEAM GD FEN (TIM POST),LF,75,54.00,30.00,2026-07-01
A00130819,Yoakum,Colorado,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,475,26.00,30.00,2025-12-03
A00183903,Yoakum,Austin,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,550,24.00,30.00,2026-02-05
A00130819,Yoakum,Colorado,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,475,33.48,30.00,2025-12-03
A00183903,Yoakum,Austin,Construction,FIRM-1A5E,No,MTL W-BEAM GD FEN (TIM POST),LF,550,25.00,30.00,2026-02-05
A00204944,Atlanta,Titus,Construction,FIRM-1859,No,MTL W-BEAM GD FEN (TIM POST),LF,12.5,35.00,40.00,2024-09-06
A00211476,Austin,Llano,Construction,FIRM-7F87,No,MTL W-BEAM GD FEN (TIM POST),LF,75,28.25,30.00,2026-07-01
A00196394,Atlanta,Titus,Construction,FIRM-DA83,No,MTL W-BEAM GD FEN (TIM POST),LF,500,33.00,30.00,2025-10-09
A00186870,Bryan,Freestone,Construction,FIRM-80CC,No,MTL W-BEAM GD FEN (TIM POST),LF,750,29.00,30.00,2025-10-08
A00132533,Dallas,Dallas,Construction,FIRM-85FC,No,MTL W-BEAM GD FEN (TIM POST),LF,1375,27.00,24.00,2026-03-04
A00136986,San Antonio,Guadalupe,Construction,FIRM-7909,No,MTL W-BEAM GD FEN (TIM POST),LF,38,25.00,25.00,2026-08-06
A00128664,Yoakum,Wharton,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,150,28.00,30.00,2025-12-02
A00130819,Yoakum,Colorado,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,475,27.00,30.00,2025-12-03
A00183903,Yoakum,Austin,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,550,25.00,30.00,2026-02-05
A00216221,Houston,Fort Bend,Construction,FIRM-42ED,No,MTL W-BEAM GD FEN (TIM POST),LF,257,26.00,30.00,2026-04-08
A00123513,Houston,Brazoria,Construction,FIRM-D186,No,MTL W-BEAM GD FEN (TIM POST),LF,650,29.04,27.50,2026-04-07
A00218351,Atlanta,Panola,Construction,FIRM-2C76,No,MTL W-BEAM GD FEN (TIM POST),LF,925,26.00,20.00,2026-03-05
A00130461,Atlanta,Titus,Construction,FIRM-6DE5,No,MTL W-BEAM GD FEN (TIM POST),LF,1100,25.00,30.00,2026-05-07
A00193354,Abilene,Taylor,Construction,FIRM-292D,No,MTL W-BEAM GD FEN (TIM POST),LF,1487.5,29.38,35.00,2026-03-04
A00215671,Austin,Williamson,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,537.5,25.19,25.00,2026-04-07
A00177962,Beaumont,Chambers,Construction,FIRM-CB57,No,MTL W-BEAM GD FEN (TIM POST),LF,900,20.00,35.00,2025-10-09
A00210045,Beaumont,Chambers,Construction,FIRM-7B58,No,MTL W-BEAM GD FEN (TIM POST),LF,1800,25.50,30.00,2026-07-02
A00209030,Corpus Christi,Live Oak,Construction,FIRM-336E,No,MTL W-BEAM GD FEN (TIM POST),LF,8100,25.00,12.50,2026-03-04
A00187771,Dallas,Kaufman,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,12437,24.90,22.00,2025-11-05
A00131543,Fort Worth,Tarrant,Construction,FIRM-B8AE,No,MTL W-BEAM GD FEN (TIM POST),LF,550,23.50,29.00,2025-02-07
A00220224,Fort Worth,Tarrant,Construction,FIRM-1816,No,MTL W-BEAM GD FEN (TIM POST),LF,1100,25.00,22.00,2026-08-06
A00188847,Houston,Harris,Construction,FIRM-1A5E,No,MTL W-BEAM GD FEN (TIM POST),LF,3175,15.36,25.00,2026-01-06
A00215821,Houston,Harris,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,3213,28.00,26.00,2026-08-06
A00189688,Laredo,Webb,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,1249,25.00,25.50,2026-01-06
A00063599,San Antonio,Bexar,Construction,FIRM-2B61,No,MTL W-BEAM GD FEN (TIM POST),LF,7287.5,28.50,24.24,2025-05-01
A00188134,San Antonio,Bexar,Construction,FIRM-573E,No,MTL W-BEAM GD FEN (TIM POST),LF,325,26.50,30.00,2025-07-01
A00188227,San Antonio,Guadalupe,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,4962.5,25.27,25.00,2026-02-05
A00195490,Wichita Falls,Throckmorton,Construction,FIRM-C324,No,MTL W-BEAM GD FEN (TIM POST),LF,1100,21.50,25.00,2026-02-05
A00186954,Abilene,Mitchell,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,400,35.00,30.00,2025-06-05
A00196220,Atlanta,Cass,Construction,FIRM-0C1D,No,MTL W-BEAM GD FEN (TIM POST),LF,3887.5,24.64,25.00,2024-10-02
A00135331,Austin,Williamson,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,2125,21.00,28.00,2025-11-05
A00196681,Beaumont,Tyler,Construction,FIRM-9457,No,MTL W-BEAM GD FEN (TIM POST),LF,1300,28.33,50.00,2026-04-08
A00187296,Bryan,Brazos,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,250,25.00,27.50,2025-04-04
A00189006,Dallas,Dallas,Construction,FIRM-F402,No,MTL W-BEAM GD FEN (TIM POST),LF,300,34.55,25.00,2025-09-04
A00141254,Dallas,Dallas,Construction,FIRM-8B19,No,MTL W-BEAM GD FEN (TIM POST),LF,3162.5,23.50,25.00,2026-05-07
A00196130,Dallas,Dallas,Construction,FIRM-A646,No,MTL W-BEAM GD FEN (TIM POST),LF,50,28.05,75.00,2026-06-02
A00131922,Pharr,Cameron,Construction,FIRM-891D,No,MTL W-BEAM GD FEN (TIM POST),LF,4000,28.00,29.00,2025-12-02
A00125659,Yoakum,Austin,Construction,FIRM-81BD,No,MTL W-BEAM GD FEN (TIM POST),LF,2099.82,30.13,29.00,2025-08-07
