ProjectID,District,County,ProjectType,ContractorID,LetDate,NumBidders,WinningBid_USD,EngineerEst_USD,WorkingDays
A00184092,Beaumont,Jefferson,Construction,FIRM-60EB,2025-05-02,8,1596374.37,1387771.45,22
A00206120,Fort Worth,Tarrant,Construction,FIRM-1859,2024-09-06,4,3575245.00,3646092.00,277
A00207797,Fort Worth,Tarrant,Construction,FIRM-035A,2024-12-04,12,896115.50,1446722.34,156
A00188242,Fort Worth,Tarrant,Construction,FIRM-B884,2025-08-07,3,3198007.00,3078857.27,400
A00188243,Fort Worth,Tarrant,Construction,FIRM-DE01,2026-08-06,10,1054946.50,1389510.90,158
A00196124,Houston,Harris,Construction,FIRM-C4BA,2024-12-03,7,12243838.00,17178800.00,126
A00131231,Houston,Harris,Construction,FIRM-D186,2025-02-07,11,1290191.75,1501240.00,105
A00215737,Houston,Harris,Construction,FIRM-CB57,2026-03-04,13,2725853.00,3696283.32,76
A00122283,Lubbock,Lubbock,Construction,FIRM-2375,2025-04-03,4,5554538.56,6394701.32,187
A00208022,Lubbock,Lubbock,Construction,FIRM-CA49,2025-11-06,5,1007925.80,1122553.00,110
A00196725,Odessa,Midland,Construction,FIRM-0A7D,2025-05-01,5,520377.83,640974.22,70
A00200975,Odessa,Midland,Construction,FIRM-0A7D,2026-01-07,4,414647.25,434174.00,40
A00126695,Pharr,Hidalgo,Construction,FIRM-1D29,2025-12-02,5,11224906.94,14084469.05,160
A00196848,San Angelo,Tom Green,Construction,FIRM-F23B,2025-06-05,23,274353.00,363785.00,38
A00196865,San Angelo,Tom Green,Construction,FIRM-FC21,2026-06-02,27,306395.00,418763.00,66
A00196413,San Antonio,Bexar,Construction,FIRM-2375,2026-06-03,12,919419.00,1034924.00,231
A00211554,Tyler,Rusk,Construction,FIRM-F865,2025-09-05,8,119461.00,142213.00,65
A00193096,Tyler,Smith,Construction,FIRM-A592,2024-11-07,8,299532.50,326138.75,34
A00213348,Tyler,Smith,Construction,FIRM-1338,2026-06-03,12,565280.50,726421.00,85
A00211470,Abilene,Taylor,Construction,FIRM-E675,2026-03-05,7,440761.85,838690.00,20
A00213597,Amarillo,Potter,Construction,FIRM-9C62,2026-05-06,2,837808.70,1100340.00,153
A00195662,Amarillo,Potter,Construction,FIRM-9C62,2024-12-04,6,1520328.36,2009802.85,83
A00184537,Amarillo,Potter,Construction,FIRM-3DD2,2025-06-05,5,659390.60,680873.00,51
A00195663,Amarillo,Potter,Construction,FIRM-BBB8,2025-12-03,4,1124669.55,1971041.31,63
A00188229,Austin,Travis,Construction,FIRM-DC30,2024-09-05,4,718620.70,923167.83,78
A00188225,Austin,Travis,Construction,FIRM-EBAD,2024-09-06,5,662612.50,778332.60,81
A00188232,Austin,Travis,Construction,FIRM-E675,2024-11-06,7,520603.49,723791.78,41
A00210040,Austin,Travis,Construction,FIRM-EBAD,2025-11-06,7,546003.23,790451.88,39
A00214224,Austin,Travis,Construction,FIRM-BBB8,2026-02-04,6,797815.65,832204.16,101
A00188226,Austin,Travis,Construction,FIRM-BBB8,2024-11-06,7,423846.07,712216.99,35
A00188228,Austin,Travis,Construction,FIRM-E675,2025-01-08,8,425581.21,660012.50,32
A00197321,Austin,Travis,Construction,FIRM-CA49,2025-06-04,8,619888.00,995885.85,89
A00197327,Austin,Travis,Construction,FIRM-2375,2025-07-02,8,504526.50,727725.50,60
A00210038,Austin,Travis,Construction,FIRM-EBAD,2025-11-05,9,951282.97,994692.80,78
A00210035,Austin,Travis,Construction,FIRM-DC30,2026-01-06,7,1018392.02,1083607.11,30
A00210037,Austin,Travis,Construction,FIRM-E675,2026-03-04,7,860991.74,917859.04,45
A00210036,Austin,Travis,Construction,FIRM-DC30,2026-03-05,7,868730.54,856501.66,53
A00197324,Austin,Travis,Construction,FIRM-8D8B,2026-04-08,8,388999.12,513907.32,369
A00197323,Austin,Travis,Construction,FIRM-2375,2026-06-03,9,209560.00,250954.00,27
A00193189,Fort Worth,Wise,Construction,FIRM-A87F,2024-12-04,8,149400.00,279420.00,86
A00184249,Fort Worth,Tarrant,Construction,FIRM-AC3C,2025-03-05,5,1235855.00,1559515.00,106
A00206719,Fort Worth,Tarrant,Construction,FIRM-1338,2025-10-08,8,290075.00,565725.00,75
A00218580,Fort Worth,Tarrant,Construction,FIRM-DC30,2026-07-01,3,5748830.33,10878097.30,320
A00209590,Houston,Harris,Construction,FIRM-C5E8,2026-01-07,6,589862.50,589049.25,48
A00196754,Houston,Harris,Construction,FIRM-DC30,2024-12-03,5,1317621.60,1881969.21,108
A00205831,Houston,Harris,Construction,FIRM-92DA,2024-09-05,7,3987105.00,4768720.00,203
A00197007,Houston,Harris,Construction,FIRM-92DA,2025-09-04,10,1387236.40,1966947.93,127
A00208211,Lubbock,Lubbock,Construction,FIRM-9C62,2025-01-07,6,751868.00,775084.85,68
A00141080,Lubbock,Lubbock,Construction,FIRM-A214,2025-02-06,8,7105937.80,8598938.10,85
A00141081,Lubbock,Lubbock,Construction,FIRM-DC30,2025-02-07,6,1393453.53,1520503.60,68
A00191310,Lubbock,Lubbock,Construction,FIRM-1CB8,2025-03-05,6,1428551.82,1683735.80,90
A00187102,Lubbock,Lubbock,Construction,FIRM-DC30,2026-02-05,6,1239059.60,1452114.98,70
A00187101,Lubbock,Lubbock,Construction,FIRM-9C62,2026-02-05,11,6490124.68,8192558.00,85
A00191311,Lubbock,Lubbock,Construction,FIRM-A214,2026-03-05,6,1984573.40,1736848.60,90
A00129303,Lufkin,Angelina,Construction,FIRM-9C62,2024-12-04,7,3846146.06,4692580.65,134
A00178217,Odessa,Ector,Construction,FIRM-059F,2025-08-08,9,2898156.92,3640667.19,66
A00187817,Odessa,Ector,Construction,FIRM-059F,2026-07-01,9,5487907.75,6626988.88,119
A00209768,Paris,Fannin,Construction,FIRM-2375,2025-03-05,10,86689.50,130350.00,46
A00196903,Paris,Lamar,Construction,FIRM-9C62,2024-12-04,8,2803366.99,4234759.61,69
A00196905,Paris,Lamar,Construction,FIRM-BBB8,2025-11-06,6,1997709.63,3459833.28,54
A00131939,San Angelo,Tom Green,Construction,FIRM-7A54,2024-10-01,9,2217486.98,2663866.96,49
A00131941,San Angelo,Tom Green,Construction,FIRM-A214,2025-10-09,10,2488408.15,2956233.35,54
A00193473,San Antonio,Wilson,Construction,FIRM-8201,2025-09-04,7,376948.22,538231.20,49
A00196407,San Antonio,Bexar,Construction,FIRM-6513,2025-06-04,8,3977770.10,5983992.70,108
A00206546,Tyler,Cherokee,Construction,FIRM-2375,2025-06-04,12,139946.20,183008.61,50
A00193210,Tyler,Gregg,Construction,FIRM-7F87,2026-02-05,9,294668.80,395800.00,65
A00209969,Tyler,Smith,Construction,FIRM-AFFE,2025-02-06,6,1665532.18,2641702.71,63
A00210821,Tyler,Smith,Construction,FIRM-BBB8,2025-03-05,8,2004522.14,3436279.84,73
A00063483,Tyler,Smith,Construction,FIRM-BBB8,2025-04-03,6,1787718.13,1975061.84,57
A00063484,Tyler,Smith,Construction,FIRM-BBB8,2026-02-04,4,2466733.32,3424377.50,55
A00188593,Waco,McLennan,Construction,FIRM-D186,2024-09-05,9,830318.16,924047.00,75
A00210581,Waco,McLennan,Construction,FIRM-9C62,2025-05-02,12,2298505.22,2495773.13,60
A00215226,Waco,McLennan,Construction,FIRM-9C62,2026-05-06,5,4467953.10,8127124.96,90
A00213566,Wichita Falls,Wichita,Construction,FIRM-7F87,2025-10-08,3,253469.08,272441.00,37
A00211067,Wichita Falls,Cooke,Construction,FIRM-FBED,2026-06-03,13,847121.75,1296300.00,138
A00140573,Yoakum,De Witt,Construction,FIRM-AD0D,2024-09-05,8,1442562.30,2108690.60,90
A00209446,Houston,Harris,Construction,FIRM-3FEF,2024-11-07,11,3348460.00,4715636.00,298
A00178155,Odessa,Ector,Construction,FIRM-F23B,2025-01-08,9,2477220.00,3069930.15,409
A00200688,Tyler,Smith,Construction,FIRM-EB5A,2025-04-03,8,3583067.00,3487920.00,291
A00215299,Yoakum,De Witt,Construction,FIRM-7F87,2025-08-08,36,223847.00,397780.00,75
A00195365,Abilene,Taylor,Construction,FIRM-EBBA,2025-10-09,10,2254759.80,2988466.50,291
A00194081,Abilene,Nolan,Construction,FIRM-74BB,2025-10-09,9,918428.50,1233119.30,149
A00061686,Abilene,Fisher,Construction,FIRM-49EE,2026-04-07,7,3158063.63,4574023.29,229
A00194074,Abilene,Fisher,Construction,FIRM-64D9,2026-04-08,8,1880830.34,2507178.28,255
A00200845,Amarillo,Randall,Construction,FIRM-C28C,2024-12-03,6,4199123.40,5252420.20,81
A00206280,Atlanta,Panola,Construction,FIRM-840D,2026-07-01,5,2441151.06,1973067.92,141
A00195331,Austin,Hays,Construction,FIRM-8BBD,2024-11-07,8,4963084.38,6105602.64,213
A00193148,Austin,Hays,Construction,FIRM-8BBD,2025-11-06,8,1989310.84,3180793.24,95
A00184602,Austin,Travis,Construction,FIRM-CA49,2026-05-07,6,378536.00,442945.20,62
A00193151,Austin,Travis,Construction,FIRM-3FEF,2026-06-02,8,388598.00,406871.00,43
A00135282,Austin,Caldwell,Construction,FIRM-B173,2024-09-05,9,2033352.21,2141975.10,43
A00199639,Austin,Caldwell,Construction,FIRM-573E,2025-09-04,7,2233729.17,2839355.14,43
A00212065,Austin,Travis,Construction,FIRM-55FB,2026-07-02,7,7779122.15,16306478.85,227
A00219820,Beaumont,Jasper,Construction,FIRM-B173,2026-08-05,2,3276380.72,3763963.81,91
A00206438,Beaumont,Orange,Construction,FIRM-B173,2026-05-06,2,220722.50,120196.33,23
A00124687,Bryan,Burleson,Construction,FIRM-80CC,2025-12-02,10,2315333.30,2394608.45,209
A00130238,Dallas,Ellis,Construction,FIRM-C434,2025-09-05,7,9501431.30,11197531.25,265
A00217361,Dallas,Denton,Construction,FIRM-555E,2026-01-07,6,1537356.71,1495317.65,95
A00195921,Fort Worth,Tarrant,Construction,FIRM-EBBA,2024-11-07,6,5157489.52,5761253.87,299
A00190562,Fort Worth,Jack,Construction,FIRM-95A4,2024-11-06,7,788118.19,811642.89,85
A00036817,Fort Worth,Erath,Construction,FIRM-C6AB,2026-02-04,10,976095.21,1213920.00,60
A00032669,Fort Worth,Wise,Construction,FIRM-C6AB,2026-02-04,10,875772.49,1013532.50,82
A00065079,Fort Worth,Erath,Construction,FIRM-74BB,2026-02-05,13,625625.25,731018.50,69
A00037264,Fort Worth,Hood,Construction,FIRM-3FEF,2026-04-08,9,632977.00,795481.00,68
A00064472,Fort Worth,Tarrant,Construction,FIRM-F5C3,2026-07-02,4,7071177.70,5087705.45,236
A00065091,Fort Worth,Parker,Construction,FIRM-6C9D,2026-08-05,11,1531854.00,1806940.80,127
A00214454,Fort Worth,Wise,Construction,FIRM-6C9D,2026-08-06,9,961912.00,854301.50,76
A00213110,Fort Worth,Palo Pinto,Construction,FIRM-1BBA,2025-08-07,6,348738.58,578977.31,67
A00189667,Fort Worth,Tarrant,Construction,FIRM-0215,2026-08-05,8,2193007.88,2655169.00,192
A00210469,Fort Worth,Palo Pinto,Construction,FIRM-CEE4,2026-02-05,8,324932.30,689691.00,15
A00062245,Fort Worth,Johnson,Construction,FIRM-38DC,2026-05-06,6,17138490.71,18645847.20,600
A00178840,Fort Worth,Tarrant,Construction,FIRM-B884,2025-10-09,5,538838.00,527106.86,56
A00131976,Fort Worth,Tarrant,Construction,FIRM-3F89,2026-07-01,5,5160281.79,6914803.00,219
A00130008,Houston,Brazoria,Construction,FIRM-B3AF,2025-10-09,8,1125735.00,1420926.97,95
A00134679,Houston,Fort Bend,Construction,FIRM-42ED,2026-02-04,14,2787245.11,3404518.51,553
A00183682,Houston,Fort Bend,Construction,FIRM-42ED,2026-02-05,10,1818854.14,2482944.70,147
A00198611,Houston,Harris,Construction,FIRM-1A5E,2025-06-05,10,1851563.00,2249519.22,90
A00130696,Houston,Montgomery,Construction,FIRM-A503,2025-03-05,7,1063539.21,1594146.85,33
A00183321,Houston,Galveston,Construction,FIRM-DAA9,2025-12-02,5,2641746.71,3275240.20,99
A00121395,Lubbock,Lubbock,Construction,FIRM-C28C,2026-04-08,6,14858178.10,14464477.79,347
A00183655,Lubbock,Lubbock,Construction,FIRM-08FE,2026-05-07,7,9632447.78,10274387.05,180
A00186272,Lufkin,Angelina,Construction,FIRM-3FEF,2026-04-08,8,948750.00,1032173.50,180
A00194392,Lufkin,Houston,Construction,FIRM-C6AB,2026-08-06,7,2809388.46,2474314.40,445
A00206263,Odessa,Midland,Construction,FIRM-74BB,2026-08-06,7,2075905.00,2157806.94,142
A00187241,Paris,Red River,Construction,FIRM-C92E,2025-01-08,7,2074733.10,2424501.35,161
A00209282,Paris,Lamar,Construction,FIRM-4055,2025-06-05,10,309933.00,424293.50,64
A00209284,Paris,Lamar,Construction,FIRM-81BF,2026-04-08,13,734734.00,823730.00,99
A00195167,Paris,Grayson,Construction,FIRM-DA83,2025-10-09,11,2742957.97,2871854.72,255
A00135827,Paris,Grayson,Construction,FIRM-6C9D,2026-05-06,11,802935.20,924207.93,99
A00190871,Paris,Lamar,Construction,FIRM-6C9D,2026-08-05,9,800948.35,815967.16,118
A00190819,Paris,Franklin,Construction,FIRM-6C9D,2026-08-06,6,1492465.70,1535801.14,203
A00198028,Paris,Lamar,Construction,FIRM-DA83,2026-02-04,14,727152.75,898065.30,96
A00207303,Paris,Grayson,Construction,FIRM-DAA9,2026-03-05,12,2744601.85,2967038.96,90
A00100070,Paris,Fannin,Construction,FIRM-CC48,2024-09-06,3,1835767.08,1804723.16,57
A00138849,Paris,Delta,Construction,FIRM-F9CD,2026-04-07,4,4747420.61,5629633.09,192
A00193114,Pharr,Hidalgo,Construction,FIRM-E289,2026-06-02,8,7675891.43,8600026.71,253
A00194567,San Angelo,Runnels,Construction,FIRM-88FE,2024-10-01,8,1527290.16,1083635.64,138
A00196404,San Antonio,Bexar,Construction,FIRM-654C,2025-04-03,6,7263765.26,9122455.44,572
A00033961,San Antonio,Frio,Construction,FIRM-81BD,2025-02-06,7,14824127.07,20954835.21,501
A00196288,San Antonio,Bexar,Construction,FIRM-CA49,2025-02-07,4,1500970.00,1462178.24,260
A00196289,San Antonio,Bexar,Construction,FIRM-C449,2025-05-02,5,1477083.45,1499305.10,260
A00196408,San Antonio,Bexar,Construction,FIRM-C449,2026-02-04,5,1489271.10,1498662.25,262
A00196412,San Antonio,Bexar,Construction,FIRM-C449,2026-05-06,4,1571707.10,1499503.25,261
A00198645,Tyler,Smith,Construction,FIRM-3FEF,2026-03-05,15,1038973.15,1256856.00,110
A00206403,Tyler,Smith,Construction,FIRM-72D7,2026-01-07,5,539227.25,554995.46,127
A00219268,Tyler,Smith,Construction,FIRM-AFFE,2026-08-06,11,655280.25,926787.00,80
A00212191,Waco,McLennan,Construction,FIRM-2C76,2025-04-04,13,3067458.00,2769436.00,270
A00216795,Waco,McLennan,Construction,FIRM-81BF,2026-06-03,10,3058058.00,3511970.50,195
A00002148,Waco,Bosque,Construction,FIRM-C434,2026-03-04,4,14455828.76,17109784.81,270
A00186047,Waco,Falls,Construction,FIRM-2479,2026-04-07,13,1047280.89,1388813.75,120
A00131274,Waco,Limestone,Construction,FIRM-64D9,2026-04-08,11,1810422.59,2205161.01,186
A00203223,Waco,McLennan,Construction,FIRM-00E4,2026-05-07,7,578157.81,669693.50,60
A00131299,Waco,Limestone,Construction,FIRM-64D9,2026-07-01,9,2080557.94,2284078.21,181
A00201726,Waco,Coryell,Construction,FIRM-5784,2025-06-04,5,4647464.00,5528179.14,210
A00206364,Waco,Bell,Construction,FIRM-73C8,2025-11-05,12,2475157.73,2991266.00,203
A00206360,Waco,Bell,Construction,FIRM-3FEF,2025-11-06,8,2132110.60,2647294.75,161
A00186188,Wichita Falls,Wichita,Construction,FIRM-88FE,2024-10-02,7,865563.51,796551.90,91
A00207434,Wichita Falls,Clay,Construction,FIRM-6C9D,2025-10-08,9,1149814.41,1434272.01,149
A00200728,Wichita Falls,Wilbarger,Construction,FIRM-49EE,2025-10-08,6,1424111.00,1540430.90,136
A00189583,Yoakum,Victoria,Construction,FIRM-8B19,2026-07-02,8,882797.20,785402.50,30
A00138700,Yoakum,Fayette,Construction,FIRM-FF46,2024-11-07,9,2524149.82,3030320.50,134
A00194184,Yoakum,Matagorda,Construction,FIRM-C449,2025-10-08,6,4866603.30,4523383.75,268
A00211424,Yoakum,Wharton,Construction,FIRM-42ED,2025-11-05,6,2711061.66,2852923.25,233
A00184978,Yoakum,Victoria,Construction,FIRM-38DD,2025-11-06,10,2877575.15,3669521.50,126
A00206284,Yoakum,Lavaca,Construction,FIRM-88FE,2026-01-06,11,1153909.71,1230616.65,180
A00129304,Yoakum,Matagorda,Construction,FIRM-88FE,2026-01-06,8,3770670.02,3915110.25,120
A00206283,Yoakum,Fayette,Construction,FIRM-42ED,2026-08-05,10,1617206.90,1710089.10,188
A00134792,Yoakum,Lavaca,Construction,FIRM-E95A,2025-11-06,5,747399.50,830897.40,90
A00206487,Yoakum,Matagorda,Construction,FIRM-1CE8,2026-05-07,6,5637914.82,4482046.45,176
A00124182,Yoakum,Victoria,Construction,FIRM-7733,2026-08-06,4,24999762.05,33725491.10,435
A00195364,Abilene,Taylor,Construction,FIRM-1859,2024-09-05,5,2658110.75,2806641.90,173
A00194162,Abilene,Taylor,Construction,FIRM-1BBA,2025-07-02,6,1507937.50,2033924.00,86
A00210146,Amarillo,Potter,Construction,FIRM-7F0A,2025-01-07,4,1182257.12,1224932.00,88
A00176429,Amarillo,Potter,Construction,FIRM-DAA9,2025-01-08,5,652371.94,1139844.00,67
A00188550,Amarillo,Potter,Construction,FIRM-C455,2026-03-04,6,4519471.08,5801924.40,157
A00207031,Austin,Travis,Construction,FIRM-0F0C,2025-06-05,4,2149301.75,2966523.80,118
A00217764,Austin,Bastrop,Construction,FIRM-0F0C,2026-08-06,9,224026.70,355991.98,59
A00206735,Austin,Travis,Construction,FIRM-C449,2026-06-03,8,405662.40,516136.30,80
A00210034,Austin,Travis,Construction,FIRM-C449,2026-07-01,6,2047796.58,2376787.95,249
A00197661,Austin,Travis,Construction,FIRM-357D,2026-01-07,6,986475.00,825442.50,300
A00188214,Austin,Travis,Construction,FIRM-8201,2026-02-05,7,1175137.12,1382629.00,132
A00190494,Bryan,Milam,Construction,FIRM-3FEF,2025-06-04,8,714788.50,934783.20,30
A00193176,Fort Worth,Tarrant,Construction,FIRM-38DC,2026-01-07,6,1226924.60,1263171.00,89
A00193178,Fort Worth,Tarrant,Construction,FIRM-3DD2,2026-08-05,6,498026.95,563798.23,32
A00193174,Fort Worth,Tarrant,Construction,FIRM-DE01,2026-08-06,7,919476.70,1142056.28,166
A00064320,Fort Worth,Tarrant,Construction,FIRM-60EB,2026-07-02,7,3181300.83,4188498.30,192
A00198973,Houston,Galveston,Construction,FIRM-3FEF,2025-11-05,9,2839710.00,3514973.59,150
A00102904,Houston,Harris,Construction,FIRM-7B58,2025-12-02,6,1740087.50,1794657.75,65
A00195826,Lubbock,Lubbock,Construction,FIRM-7F0A,2024-09-06,10,2795872.30,2996817.60,391
A00207986,Lubbock,Lubbock,Construction,FIRM-F402,2025-03-05,6,2186698.96,3071492.70,135
A00207988,Lubbock,Hale,Construction,FIRM-BD5E,2025-12-03,4,2229250.50,2581176.00,172
A00184345,Lubbock,Lubbock,Construction,FIRM-1338,2026-07-01,4,328299.90,376554.75,37
A00140131,Lufkin,Angelina,Construction,FIRM-2479,2025-03-05,15,821221.00,1096640.00,102
A00206337,Odessa,Ector,Construction,FIRM-654C,2025-01-07,7,1886046.25,1638203.65,381
A00197972,Odessa,Ector,Construction,FIRM-F23B,2025-06-04,7,1271684.30,1515778.35,59
A00200923,Odessa,Midland,Construction,FIRM-F402,2025-05-02,7,1295425.35,1487852.72,222
A00193627,Odessa,Ector,Construction,FIRM-1338,2025-07-01,4,1911950.75,2314854.30,180
A00184350,Odessa,Ector,Construction,FIRM-DAA9,2025-12-03,12,6185733.27,5915132.42,177
A00178157,Odessa,Ector,Construction,FIRM-B884,2025-02-07,4,1136733.00,1075350.35,90
A00198038,San Angelo,Tom Green,Construction,FIRM-7F0A,2026-06-02,8,1672395.44,2079597.30,158
A00210758,San Angelo,Tom Green,Construction,FIRM-C449,2026-08-05,4,589192.20,579255.40,70
A00196291,San Antonio,Bexar,Construction,FIRM-00C2,2025-05-01,4,2368226.00,2761060.00,129
A00200689,Tyler,Smith,Construction,FIRM-C6AB,2026-04-07,12,1987427.29,3297936.88,199
A00211512,Tyler,Henderson,Construction,FIRM-DAA9,2025-09-04,6,53625.18,62711.00,77
A00194399,Waco,McLennan,Construction,FIRM-1338,2026-08-05,5,1517538.15,1849456.42,150
A00208872,Yoakum,De Witt,Construction,FIRM-1338,2026-03-05,6,2600761.00,2556536.89,180
A00215421,Yoakum,Victoria,Construction,FIRM-6C4B,2026-07-01,6,817778.58,990520.50,159
A00209375,Dallas,Denton,Construction,FIRM-CEE4,2025-02-06,9,5118707.90,6322241.05,132
A00187816,Odessa,Ector,Construction,FIRM-A992,2026-07-02,4,688360.54,765278.50,94
A00203603,Yoakum,De Witt,Construction,FIRM-6755,2026-02-04,13,2343182.00,2323207.50,255
A00188199,Austin,Travis,Construction,FIRM-CA49,2025-01-07,6,1886973.81,2279039.05,264
A00207311,Paris,Lamar,Construction,FIRM-1600,2025-08-08,4,379858.58,372913.25,35
A00198123,Amarillo,Potter,Construction,FIRM-C28C,2025-09-04,6,4015191.10,4563860.25,125
A00184319,Fort Worth,Tarrant,Construction,FIRM-C4BA,2025-01-07,4,1371356.45,1052261.06,150
A00206379,Paris,Hunt,Construction,FIRM-DAA9,2025-08-07,13,482000.00,542394.20,81
A00187856,Tyler,Van Zandt,Construction,FIRM-F3FB,2025-01-08,9,1162543.00,1632341.00,115
A00184068,Abilene,Taylor,Construction,FIRM-0A7D,2025-07-01,5,643371.90,657138.34,74
A00099634,Odessa,Midland,Construction,FIRM-00C2,2024-10-02,5,1912116.95,2090078.70,84
A00177444,Waco,Bell,Construction,FIRM-8056,2025-05-02,8,4930555.11,6524882.17,120
A00185669,Lufkin,Polk,Construction,FIRM-B638,2025-06-05,9,1653086.45,1912208.50,167
A00184614,Tyler,Gregg,Construction,FIRM-00E4,2025-05-01,14,620186.45,834529.00,90
A00206363,Waco,McLennan,Construction,FIRM-7F0A,2025-09-04,7,995057.79,1067720.00,66
A00134793,Yoakum,Lavaca,Construction,FIRM-0E52,2025-07-02,8,1541728.76,1600279.30,171
A00197319,Austin,Travis,Construction,FIRM-C449,2025-05-02,6,2265740.80,2764604.62,273
A00140931,Lufkin,Shelby,Construction,FIRM-C6AB,2024-10-01,5,2037058.97,2145295.50,346
A00205877,Tyler,Smith,Construction,FIRM-1859,2025-05-02,6,2796332.40,3032844.12,183
A00201428,Tyler,Smith,Construction,FIRM-1859,2025-05-01,11,7333627.70,6648675.17,487
A00209777,Pharr,Hidalgo,Construction,FIRM-D40E,2025-08-07,3,3504673.35,4592266.81,304
A00196618,Beaumont,Jefferson,Construction,FIRM-B173,2025-02-07,7,3084194.45,4738305.01,99
A00133339,Fort Worth,Erath,Construction,FIRM-C434,2025-03-04,9,1421219.75,1558443.05,214
A00065636,Fort Worth,Parker,Construction,FIRM-115B,2025-08-08,9,829672.57,940442.64,83
A00183318,Houston,Harris,Construction,FIRM-DA83,2025-07-01,9,948027.50,1157879.59,135
A00140933,Lufkin,Houston,Construction,FIRM-2479,2025-07-02,7,1408211.50,1498562.00,208
A00185701,Lufkin,Shelby,Construction,FIRM-6C9D,2025-08-07,9,1630098.00,2163444.15,260
A00139041,Paris,Grayson,Construction,FIRM-C6AB,2025-01-08,7,1816247.16,1723646.66,195
A00190867,Paris,Grayson,Construction,FIRM-E3E5,2025-07-01,12,2294026.67,2710839.99,350
A00196904,Pharr,Hidalgo,Construction,FIRM-9545,2025-06-05,5,5167455.30,5890397.93,242
A00096030,Pharr,Hidalgo,Construction,FIRM-2DAF,2025-04-03,4,15739166.30,16823452.87,432
A00134449,San Angelo,Schleicher,Construction,FIRM-115B,2025-07-02,9,1387935.23,1665837.25,100
A00188286,Yoakum,Austin,Construction,FIRM-88FE,2025-01-07,10,1737586.90,1785608.30,189
A00206903,Yoakum,Wharton,Construction,FIRM-7F0A,2025-07-02,9,2973236.98,3601994.00,204
A00061098,Fort Worth,Erath,Construction,FIRM-88FE,2025-06-05,10,866897.05,1055743.95,102
A00065155,Fort Worth,Parker,Construction,FIRM-115B,2025-08-08,9,1536598.58,1776975.00,121
A00184586,Pharr,Willacy,Construction,FIRM-3414,2025-08-08,7,5120329.10,6632831.37,210
A00125824,San Angelo,Runnels,Construction,FIRM-5ED6,2025-01-08,9,1997088.90,2664343.88,368
A00180846,Waco,Falls,Construction,FIRM-08FE,2025-05-02,9,2238703.19,2828068.75,225
A00183418,Wichita Falls,Cooke,Construction,FIRM-C6AB,2025-07-01,9,2437820.96,2751439.30,221
A00188283,Yoakum,Gonzales,Construction,FIRM-42ED,2024-12-04,8,2979227.43,3433668.90,363
A00194183,Yoakum,Matagorda,Construction,FIRM-DAA9,2025-02-06,10,3170843.64,3775698.75,267
A00193914,Yoakum,Jackson,Construction,FIRM-649E,2025-03-05,7,1929626.80,2079074.00,176
A00194194,Yoakum,Victoria,Construction,FIRM-88FE,2025-05-01,8,1925463.00,2250729.84,205
A00130805,Yoakum,Fayette,Construction,FIRM-FF46,2025-06-04,11,1169874.33,1339013.20,114
A00194291,Yoakum,Wharton,Construction,FIRM-CF6C,2025-07-01,8,2789317.78,2883412.30,254
A00194182,Yoakum,Matagorda,Construction,FIRM-C449,2025-09-05,5,1833936.50,1610025.70,150
A00129321,Austin,Williamson,Construction,FIRM-00C2,2025-08-08,11,1585425.45,2022833.86,104
A00197896,Beaumont,Orange,Construction,FIRM-649E,2025-03-04,4,5072328.60,6091619.83,122
A00131296,Waco,Falls,Construction,FIRM-49EE,2024-12-03,9,2820728.75,3169901.30,240
A00180852,Waco,Hamilton,Construction,FIRM-E9AA,2025-06-04,12,4196406.55,4110675.04,195
A00194210,Yoakum,Wharton,Construction,FIRM-42ED,2025-03-04,10,3100106.40,3175444.20,294
A00194174,Yoakum,Fayette,Construction,FIRM-42ED,2025-04-03,11,2036157.99,2421939.00,232
A00194200,Yoakum,Wharton,Construction,FIRM-42ED,2025-06-05,6,2614789.36,2882015.80,268
A00134791,Yoakum,Lavaca,Construction,FIRM-7909,2025-09-04,11,1508379.95,1557405.25,180
A00206896,Yoakum,Wharton,Construction,FIRM-7F0A,2025-06-05,7,2130273.30,2558830.58,158
A00207208,Houston,Harris,Construction,FIRM-23F6,2025-09-05,7,1025684.20,1282858.00,75
A00195963,Lubbock,Lubbock,Construction,FIRM-88FE,2025-07-02,4,2978480.50,3454533.29,316
A00128112,Houston,Harris,Construction,FIRM-16A4,2024-10-01,9,10385128.66,13882975.92,305
A00217521,Houston,Harris,Construction,FIRM-0929,2025-12-03,5,2257594.01,3094755.46,82
A00199223,Houston,Montgomery,Construction,FIRM-0F0C,2026-05-06,5,2127626.65,2821414.65,651
A00206377,Bryan,Grimes,Construction,FIRM-3FEF,2026-05-06,11,1828629.00,2492627.40,198
A00002054,Waco,Limestone,Construction,FIRM-8056,2026-07-02,7,1849327.55,2150632.74,128
A00209030,Corpus Christi,Live Oak,Construction,FIRM-81BD,2026-03-04,6,5311274.02,5608038.25,144
A00192926,Pharr,Cameron,Construction,FIRM-88FE,2025-09-05,3,415502.44,330067.70,75
A00215720,Tyler,Anderson,Construction,FIRM-AFFE,2026-07-02,1,165019.60,200280.50,24
A00135244,Abilene,Haskell,Construction,FIRM-1DF0,2025-12-02,4,9555108.96,10148759.98,103
A00209504,Fort Worth,Hood,Construction,FIRM-37C1,2024-12-04,5,9721843.05,10631381.86,132
